,Unnamed: 0,anho,ciclo,CodCarSec,Convocatoria,Anho,Semestre,Aprobado,AnhoFirma,PrimerPar,SegundoPar,AOT,Primer.Rec,SegundoRec,NotaFinal,id_anony
135398,881,2017,1,CIV-PLS13,1,2017,1,S,2017,24,29,0,0,0,1F-C-5,es_6351
135399,882,2017,1,CIV-PLS13,1,2017,1,S,2017,14,21,0,0,0,1F-C-3,es_6354
135400,883,2017,1,CIV-PLS13,1,2017,1,S,2017,19,15,0,0,0,"2F-C-1,3F-C-3",es_5553
135401,884,2017,1,CIV-PLS13,1,2017,1,S,2017,21,19,0,0,0,1F-C-5,es_6359
135402,885,2017,1,MEC-PLS13,1,2017,1,S,2017,22,23,0,0,0,1F-C-4,es_6361
135403,886,2017,1,ELE-PLS13,1,2017,1,N,2017,10,17,0,0,0,,es_5556
135404,887,2017,1,ELE-PLS13,1,2017,1,S,2017,18,14,0,0,0,1F-C-3,es_6367
135405,888,2017,1,CIV-PLS13,1,2017,1,S,2017,24,16,0,0,0,1F-C-5,es_6368
135406,889,2017,1,ELE-PLS13,1,2017,1,N,2017,24,19,0,0,0,,es_6375
135407,890,2017,1,IND-PLS13,1,2017,1,S,2017,15,0,0,0,0,3F-C-2,es_5563
135408,891,2017,1,ELE-PLS13,1,2017,1,S,2017,19,13,0,0,0,1F-C-3,es_6378
135409,892,2017,1,CIV-PLS13,1,2017,1,S,2017,24,7,0,0,0,"2F-C-1,3F-C-3",es_5564
135410,893,2017,1,ELE-PLS13,1,2017,1,S,2017,22,35,0,0,0,2F-C-5,es_5565
135411,894,2017,1,CIV-PLS13,1,2017,1,S,2017,22,12,0,0,0,"2F-C-1,3F-C-3",es_5567
135412,895,2017,1,ELE-PLS13,1,2017,1,N,0,14,10,0,0,0,,es_5569
135413,896,2017,1,CIV-PLS13,1,2017,1,N,2017,17,19,0,0,0,"2F-C-1,3F-C-1",es_6387
135414,897,2017,1,CIV-PLS13,1,2017,1,N,0,18,4,0,0,0,,es_4523
135415,898,2017,1,CIV-PLS13,1,2017,1,S,2017,22,30,0,0,0,1F-C-5,es_6390
135416,899,2017,1,CIV-PLS13,1,2017,1,S,2016,0,0,0,0,0,3F-5,es_5574
135417,900,2017,1,CGF-PLS13,1,2017,1,N,2017,15,17,0,0,0,,es_4925
135418,901,2017,1,MCT-PLS13,1,2017,1,S,2017,17,0,0,0,0,2F-C-3,es_6391
135419,902,2017,1,ELE-PLS13,1,2017,1,S,2017,19,32,0,0,0,1F-C-5,es_6392
135420,903,2017,1,ELE-PLS13,1,2017,1,S,2017,10,28,0,0,0,1F-C-4,es_6394
135421,904,2017,1,ELE-PLS13,1,2017,1,S,2017,14,22,0,0,0,1F-C-3,es_6396
135422,905,2017,1,MCT-PLS13,1,2017,1,N,2016,0,5,0,0,0,3F-C-1,es_4929
135423,906,2017,1,ELE-PLS13,1,2017,1,N,0,8,10,0,0,0,,es_5576
135424,907,2017,1,IND-PLS13,1,2017,1,S,2017,22,18,0,0,0,1F-C-4,es_6403
135425,908,2017,1,CIV-PLS13,1,2017,1,N,2016,8,0,0,0,0,,es_4930
135426,909,2017,1,ELE-PLS13,1,2017,1,S,2017,20,7,0,0,0,"2F-C-1,3F-C-5",es_5578
135427,910,2017,1,IND-PLS13,1,2017,1,S,2017,19,22,0,0,0,1F-C-3,es_5580
135428,911,2017,1,CIV-PLS13,1,2017,1,S,2017,17,13,0,0,0,1F-C-2,es_5581
135429,912,2017,1,ELE-PLS13,1,2017,1,S,2017,23,23,0,0,0,1F-C-5,es_6413
135430,913,2017,1,MEC-PLS13,1,2017,1,N,2017,19,8,0,0,0,,es_6418
135431,914,2017,1,MEC-PLS13,1,2017,1,S,2017,0,0,0,0,0,"2F-1,3F-3",es_5583
135432,915,2017,1,CIV-PLS13,1,2017,1,S,2017,11,23,0,0,0,1F-C-2,es_5585
135433,916,2017,1,CIV-PLS13,1,2017,1,N,0,0,0,0,0,0,,es_6422
135434,917,2017,1,CIV-PLS13,1,2017,1,N,2017,14,15,0,0,0,"1F-C-1,2F-C-1,3F-C-1",es_5586
135435,918,2017,1,ECA-PLS13,1,2017,1,S,2017,18,21,0,0,0,1F-C-3,es_6423
135436,919,2017,1,MCT-PLS13,1,2017,1,S,2017,16,21,0,0,0,1F-C-3,es_6424
135437,920,2017,1,MEC-PLS13,1,2017,1,S,2017,17,17,0,0,0,2F-C-3,es_6434
135438,921,2017,1,ELE-PLS13,1,2017,1,S,2017,17,19,0,0,0,"2F-C-1,3F-C-2",es_5589
135439,922,2017,1,ELE-PLS13,1,2017,1,S,2017,20,27,0,0,0,1F-C-5,es_6436
135440,923,2017,1,CIV-PLS13,1,2017,1,S,2017,23,16,0,0,0,1F-C-3,es_6440
135441,924,2017,1,MEC-PLS13,1,2017,1,S,2017,22,29,0,0,0,1F-C-5,es_6441
135442,925,2017,1,ECA-PLS13,1,2017,1,N,0,13,11,0,0,0,,es_5592
135443,926,2017,1,ELE-PLS13,1,2017,1,S,2017,20,13,0,0,0,1F-C-2,es_5593
135444,927,2017,1,ELE-PLS13,1,2017,1,S,2017,13,24,0,0,0,1F-C-2,es_5594
135445,928,2017,1,CIV-PLS13,1,2017,1,S,2017,20,9,0,0,0,2F-C-3,es_6447
135446,929,2017,1,CIV-PLS13,1,2017,1,S,2017,15,2,0,0,0,3F-C-3,es_5597
135447,930,2017,1,MCT-PLS13,1,2017,1,S,2017,18,28,0,0,0,2F-C-4,es_6449
135448,931,2017,1,CGF-PLS13,1,2017,1,N,0,0,0,0,0,0,,es_5599
135449,932,2017,1,ELE-PLS13,1,2017,1,S,2017,14,12,0,0,0,2F-C-3,es_5600
135450,933,2017,1,CIV-PLS13,1,2017,1,S,2017,24,23,0,0,0,1F-C-5,es_6454
135451,934,2017,1,ELE-PLS13,1,2017,1,N,0,20,0,0,0,0,,es_5604
135452,935,2017,1,CIV-PLS13,1,2017,1,S,2017,16,22,0,0,0,1F-C-4,es_6456
135453,936,2017,1,IND-PLS13,1,2017,1,S,2017,17,21,0,0,0,2F-C-3,es_5605
135454,937,2017,1,ELE-PLS13,1,2017,1,S,2017,24,25,0,0,0,1F-C-4,es_6458
135455,938,2017,1,MCT-PLS13,1,2017,1,N,0,0,6,0,0,0,,es_1391
135456,939,2017,1,CIV-PLS13,1,2017,1,N,0,13,6,0,0,0,,es_6463
135457,940,2017,1,ELE-PLS13,1,2017,1,N,0,3,0,0,0,0,,es_5607
135458,941,2017,1,CIV-PLS13,1,2017,1,N,2016,0,0,0,0,0,,es_4946
135459,942,2017,1,CIV-PLS13,1,2017,1,S,2017,16,31,0,0,0,1F-C-5,es_6476
135460,943,2017,1,MCT-PLS13,1,2017,1,S,2017,22,10,0,0,0,"2F-C-1,3F-C-3",es_5612
135461,944,2017,1,ELE-PLS13,1,2017,1,S,2017,10,16,0,0,0,2F-C-3,es_6480
135462,945,2017,1,CIV-PLS13,1,2017,1,S,2017,21,35,0,0,0,1F-C-5,es_6482
135463,946,2017,1,CIV-PLS13,1,2017,1,S,2017,24,14,0,0,0,1F-C-5,es_6483
135464,947,2017,1,CIV-PLS13,1,2017,1,N,2017,21,11,0,0,0,3F-C-1,es_5613
135465,948,2017,1,CIV-PLS13,1,2017,1,S,2017,22,20,0,0,0,1F-C-4,es_5617
135466,949,2017,1,ELE-PLS13,1,2017,1,S,2017,16,23,0,0,0,1F-C-4,es_6491
135467,950,2017,1,CIV-PLS13,1,2017,1,N,0,17,1,0,0,0,,es_5621
135468,951,2017,1,CIV-PLS13,1,2017,1,S,2017,16,16,0,0,0,2F-C-2,es_5622
135469,952,2017,1,MCT-PLS13,1,2017,1,S,2016,0,0,0,0,0,3F-C-3,es_5623
135470,953,2017,1,MCT-PLS13,1,2017,1,N,0,8,0,0,0,0,,es_4949
